WHOI SSSG dsLogCsv
DATE_GMT, TIME_GMT, Dec_LAT, Dec_LON, SPD, HDT, COG, SOG, WXTP_Ta, WXTS_Ta, WXTP_Pa, WXTS_Pa, WXTP_Ri, WXTS_Ri, WXTP_Rc, WXTS_Rc, WXTP_Dm, WXTS_Dm, WXTP_Sm, WXTS_Sm, WXTP_Ua, WXTS_Ua, WXTP_TS, WXTS_TS, WXTP_TD, WXTS_TD, BAROM_P, BAROM_S, RAD_SW, RAD_LW, PAR, SBE45S, SBE48T, FLR, FLOW, SSVdslog, Depth12, Depth35, EM122
2021/11/12, 00:00:06.291, 40.365, -70.881, -1.42, 109.380, 279.000, 1.600, 13.2, 13.0, 1025.9, 1026.0, 0.0, 0.0, 193.850, 178.030, 17, 13, 8.7, 8.6, 56.2, 55.5, 9.4, 9.4, 124.1, 120.4, 1028.0, 1028.1, -6.170, 328.080, -0.01, 32.8813, 14.5450, 508.800, 26.4, 1502.837, NAN, NAN, NAN
2021/11/12, 00:01:06.291, 40.365, -70.882, -0.61, 116.370, 274.300, 2.230, 13.2, 13.0, 1026.0, 1026.1, 0.0, 0.0, 193.850, 178.030, 3, 358, 8.9, 8.3, 58.6, 58.2, 10.0, 9.4, 116.6, 112.0, 1028.1, 1028.2, -6.150, 328.110, -0.02, 32.8808, 14.5457, 498.000, 26.5, 1502.839, NAN, NAN, NAN
2021/11/12, 00:02:06.291, 40.365, -70.883, -0.78, 116.380, 287.300, 1.470, 13.2, 13.0, 1025.9, 1026.0, 0.0, 0.0, 193.850, 178.030, 1, 357, 8.7, 8.5, 55.8, 57.3, 9.4, 9.3, 116.6, 112.9, 1028.0, 1028.1, -6.210, 327.870, -0.01, 32.8807, 14.5459, 476.000, 26.4, 1502.839, NAN, NAN, NAN
2021/11/12, 00:03:06.291, 40.365, -70.883, 0.72, 112.900, 208.900, 0.610, 13.2, 13.0, 1025.8, 1026.0, 0.0, 0.0, 193.850, 178.030, 2, 355, 9.4, 8.6, 54.9, 57.2, 9.4, 8.7, 113.0, 105.9, 1027.9, 1028.1, -6.160, 327.340, -0.02, 32.8817, 14.5454, 490.400, 26.3, 1502.839, NAN, NAN, NAN
2021/11/12, 00:04:06.291, 40.365, -70.883, 0.10, 112.010, 212.200, 0.630, 13.2, 12.9, 1025.8, 1025.9, 0.0, 0.0, 193.850, 178.030, 11, 3, 9.5, 9.3, 54.4, 55.3, 9.5, 9.3, 121.1, 113.0, 1027.9, 1028.0, -6.230, 326.910, -0.01, 32.8815, 14.5466, 500.800, 26.4, 1502.842, NAN, NAN, NAN
2021/11/12, 00:05:06.291, 40.365, -70.883, 0.14, 113.700, 215.800, 0.550, 13.2, 13.0, 1025.8, 1025.9, 0.0, 0.0, 193.850, 178.030, 11, 4, 9.5, 9.1, 54.7, 55.9, 9.5, 9.1, 123.0, 115.9, 1027.9, 1028.0, -6.220, 326.540, -0.01, 32.8835, 14.5477, 508.800, 26.3, 1502.848, NAN, NAN, NAN
2021/11/12, 00:06:06.291, 40.365, -70.883, 0.11, 113.510, 219.300, 0.450, 13.2, 13.0, 1025.9, 1025.9, 0.0, 0.0, 193.850, 178.030, 15, 9, 10.2, 9.7, 55.7, 56.1, 10.2, 9.7, 127.2, 121.2, 1028.0, 1028.0, -6.200, 325.870, -0.01, 32.8871, 14.5477, 499.000, 26.4, 1502.853, NAN, NAN, NAN
2021/11/12, 00:07:06.292, 40.365, -70.883, 0.09, 113.980, 221.900, 0.280, 13.2, 13.0, 1025.9, 1026.0, 0.0, 0.0, 193.850, 178.030, 10, 4, 9.6, 9.3, 54.7, 54.7, 9.6, 9.3, 123.1, 117.1, 1028.0, 1028.1, -6.240, 325.190, -0.01, 32.8891, 14.5486, 479.200, 26.5, 1502.858, NAN, NAN, NAN
2021/11/12, 00:08:06.292, 40.365, -70.883, 0.12, 113.690, 195.000, 0.570, 13.2, 13.0, 1025.9, 1026.0, 0.0, 0.0, 193.850, 178.030, 8, 1, 8.4, 8.3, 56.4, 54.8, 8.3, 8.3, 119.8, 112.7, 1028.0, 1028.1, -6.240, 325.390, -0.01, 32.8898, 14.5498, 503.800, 26.5, 1502.862, NAN, NAN, NAN
2021/11/12, 00:09:06.292, 40.364, -70.883, 0.18, 116.880, 213.000, 0.680, 13.3, 13.0, 1026.0, 1026.0, 0.0, 0.0, 193.850, 178.030, 11, 6, 10.1, 9.8, 57.2, 58.1, 10.1, 9.8, 125.9, 120.8, 1028.1, 1028.1, -6.300, 324.840, -0.01, 32.8897, 14.5514, 472.600, 26.5, 1502.867, NAN, NAN, NAN
2021/11/12, 00:10:06.292, 40.364, -70.883, 0.14, 117.380, 176.300, 0.330, 13.3, 13.0, 1025.9, 1026.0, 0.0, 0.0, 193.850, 178.030, 9, 4, 9.2, 9.1, 57.5, 58.6, 9.1, 9.0, 125.6, 120.5, 1028.0, 1028.1, -6.220, 324.460, -0.01, 32.8896, 14.5544, 485.700, 26.4, 1502.877, NAN, NAN, NAN
2021/11/12, 00:11:06.292, 40.364, -70.883, 0.12, 115.750, 330.600, 0.170, 13.3, 13.1, 1025.9, 1026.0, 0.0, 0.0, 193.850, 178.030, 5, 0, 8.6, 8.8, 59.5, 59.6, 8.7, 8.9, 121.0, 116.1, 1028.0, 1028.1, -6.210, 324.280, -0.01, 32.8892, 14.5531, 491.000, 26.6, 1502.872, NAN, NAN, NAN
2021/11/12, 00:12:06.292, 40.364, -70.883, 0.11, 118.010, 66.000, 0.070, 13.3, 13.0, 1025.8, 1026.0, 0.0, 0.0, 193.850, 178.030, 0, 355, 9.6, 9.4, 57.7, 60.8, 9.6, 9.4, 118.2, 113.2, 1027.9, 1028.1, -6.180, 323.420, -0.01, 32.8887, 14.5502, 502.200, 26.5, 1502.862, NAN, NAN, NAN
2021/11/12, 00:13:06.292, 40.364, -70.883, 0.18, 117.200, 253.500, 0.110, 13.2, 13.0, 1025.8, 1025.9, 0.0, 0.0, 193.850, 178.030, 358, 354, 10.2, 9.7, 56.8, 57.5, 10.2, 9.7, 115.0, 111.0, 1027.9, 1028.0, -6.150, 323.200, -0.01, 32.8885, 14.5496, 507.800, 26.6, 1502.860, NAN, NAN, NAN
2021/11/12, 00:14:06.292, 40.364, -70.883, 0.20, 116.470, 1.400, 0.400, 13.2, 13.0, 1025.8, 1025.9, 0.0, 0.0, 193.850, 178.030, 2, 356, 10.2, 10.2, 54.7, 54.5, 10.3, 10.3, 119.5, 113.5, 1027.9, 1028.0, -6.140, 323.180, -0.01, 32.8878, 14.5514, 503.800, 26.5, 1502.865, NAN, NAN, NAN
2021/11/12, 00:15:06.292, 40.364, -70.883, 0.19, 117.170, 49.200, 0.240, 13.2, 13.0, 1025.8, 1025.9, 0.0, 0.0, 193.850, 178.030, 0, 352, 10.4, 10.0, 53.8, 54.3, 10.4, 9.9, 117.8, 109.8, 1027.9, 1028.0, -6.230, 322.880, -0.01, 32.8869, 14.5534, 483.600, 26.9, 1502.871, NAN, NAN, NAN
2021/11/12, 00:16:06.292, 40.364, -70.883, 0.15, 116.980, 59.100, 0.360, 13.2, 13.0, 1025.8, 1025.9, 0.0, 0.0, 193.850, 178.030, 2, 355, 10.0, 9.4, 54.4, 55.4, 9.9, 9.3, 119.9, 112.9, 1027.9, 1028.0, -6.200, 323.360, -0.01, 32.8871, 14.5539, 495.600, 26.6, 1502.872, NAN, NAN, NAN
2021/11/12, 00:17:06.292, 40.364, -70.883, 0.12, 117.520, 304.900, 0.080, 13.2, 13.0, 1025.8, 1025.9, 0.0, 0.0, 193.850, 178.030, 3, 356, 8.9, 8.5, 58.0, 57.8, 8.9, 8.5, 120.5, 113.6, 1027.9, 1028.0, -6.250, 323.560, -0.01, 32.8838, 14.5533, 486.000, 26.5, 1502.867, NAN, NAN, NAN
2021/11/12, 00:18:06.292, 40.364, -70.883, 0.13, 117.090, 359.600, 0.500, 13.2, 13.0, 1025.8, 1025.9, 0.0, 0.0, 193.850, 178.030, 0, 354, 9.8, 9.3, 54.9, 56.7, 9.9, 9.4, 118.4, 112.5, 1027.9, 1028.0, -6.160, 322.300, -0.01, 32.8866, 14.5515, 504.400, 26.5, 1502.864, 92.380, NAN, NAN
2021/11/12, 00:19:06.292, 40.364, -70.883, 0.13, 117.150, 237.500, 0.220, 13.2, 13.0, 1025.9, 1025.9, 0.0, 0.0, 193.850, 178.030, 358, 354, 8.9, 8.9, 54.6, 55.9, 9.0, 9.0, 114.5, 110.6, 1028.0, 1028.0, -6.240, 321.980, -0.01, 32.8856, 14.5513, 485.200, 26.6, 1502.862, 92.410, NAN, NAN
2021/11/12, 00:20:06.292, 40.364, -70.883, 0.13, 116.930, 92.800, 0.120, 13.2, 13.0, 1025.9, 1025.9, 0.0, 0.0, 193.850, 178.030, 1, 355, 8.9, 8.5, 55.1, 55.2, 8.8, 8.4, 118.1, 112.1, 1028.0, 1028.0, -6.250, 322.260, -0.01, 32.8854, 14.5519, 493.400, 26.6, 1502.864, 92.530, NAN, NAN
2021/11/12, 00:21:06.292, 40.364, -70.883, 0.13, 116.620, 338.700, 0.080, 13.2, 13.0, 1025.9, 1025.9, 0.0, 0.0, 193.850, 178.030, 4, 359, 10.0, 9.7, 55.6, 56.7, 10.0, 9.7, 120.8, 115.8, 1028.0, 1028.0, -6.220, 321.280, -0.01, 32.8846, 14.5522, 486.400, 26.7, 1502.864, 92.470, NAN, NAN
2021/11/12, 00:22:06.292, 40.364, -70.883, 0.16, 116.150, 222.800, 0.210, 13.2, 13.0, 1025.9, 1026.0, 0.0, 0.0, 193.850, 178.030, 4, 356, 9.5, 9.0, 56.4, 55.7, 9.5, 9.0, 119.5, 111.5, 1028.0, 1028.1, -6.210, 321.050, -0.01, 32.8847, 14.5502, 468.800, 26.7, 1502.858, 92.690, NAN, NAN
2021/11/12, 00:23:06.293, 40.364, -70.883, 0.19, 117.060, 50.600, 0.150, 13.2, 13.0, 1025.8, 1026.0, 0.0, 0.0, 193.850, 178.030, 0, 354, 9.9, 9.4, 54.6, 56.0, 9.9, 9.4, 117.5, 111.5, 1027.9, 1028.1, -6.230, 320.190, -0.01, 32.8843, 14.5487, 505.600, 26.9, 1502.852, 92.610, NAN, NAN
2021/11/12, 00:24:06.293, 40.364, -70.883, 0.21, 116.230, 87.500, 0.220, 13.2, 13.0, 1025.9, 1026.1, 0.0, 0.0, 193.850, 178.030, 2, 358, 9.8, 9.5, 57.9, 57.2, 9.7, 9.4, 118.6, 114.5, 1028.0, 1028.2, -6.250, 319.840, -0.01, 32.8849, 14.5459, 469.600, 26.8, 1502.844, 92.610, NAN, NAN
2021/11/12, 00:25:06.293, 40.364, -70.883, 0.19, 116.480, 25.000, 0.350, 13.2, 13.0, 1025.9, 1025.9, 0.0, 0.0, 193.850, 178.030, 3, 356, 10.1, 9.8, 57.9, 58.5, 10.1, 9.8, 120.5, 113.5, 1028.0, 1028.0, -6.350, 319.310, -0.01, 32.8855, 14.5429, 500.100, 26.5, 1502.835, 92.440, NAN, NAN
2021/11/12, 00:26:06.293, 40.364, -70.883, 0.20, 116.720, 118.600, 0.100, 13.2, 12.9, 1025.9, 1025.9, 0.0, 0.0, 193.850, 178.030, 359, 351, 8.9, 9.0, 58.0, 56.0, 8.8, 8.9, 115.7, 107.7, 1028.0, 1028.0, -6.280, 318.580, -0.01, 32.8854, 14.5407, 488.300, 26.5, 1502.828, 92.640, NAN, NAN
2021/11/12, 00:27:06.293, 40.364, -70.883, 0.19, 116.590, 137.900, 0.240, 13.2, 12.9, 1025.9, 1026.0, 0.0, 0.0, 193.850, 178.030, 2, 356, 10.0, 9.7, 58.3, 58.2, 9.9, 9.6, 118.4, 112.3, 1028.0, 1028.1, -6.290, 317.950, -0.01, 32.8852, 14.5413, 482.200, 26.5, 1502.830, 92.600, NAN, NAN
2021/11/12, 00:28:06.293, 40.364, -70.883, 0.19, 116.870, 109.200, 0.130, 13.2, 12.9, 1025.9, 1026.0, 0.0, 0.0, 193.850, 178.030, 3, 357, 11.2, 10.8, 56.7, 57.6, 11.1, 10.7, 119.9, 113.9, 1028.0, 1028.1, -6.230, 317.110, -0.02, 32.8856, 14.5410, 507.500, 26.4, 1502.829, 92.540, NAN, NAN
2021/11/12, 00:29:06.293, 40.364, -70.883, 0.23, 116.510, 150.700, 0.090, 13.2, 12.9, 1025.8, 1025.9, 0.0, 0.0, 193.850, 178.030, 7, 0, 10.8, 10.6, 54.9, 54.7, 10.8, 10.6, 123.4, 116.4, 1027.9, 1028.0, -6.270, 316.390, -0.01, 32.8852, 14.5397, 474.200, 26.5, 1502.825, 92.570, NAN, NAN
2021/11/12, 00:30:06.293, 40.364, -70.883, 0.22, 117.340, 54.200, 0.180, 13.2, 12.9, 1025.9, 1025.9, 0.0, 0.0, 193.850, 178.030, 4, 356, 10.0, 10.2, 53.5, 54.2, 10.0, 10.2, 121.8, 113.8, 1028.0, 1028.0, -6.240, 315.670, -0.01, 32.8845, 14.5376, 492.000, 26.3, 1502.817, 92.610, NAN, NAN
2021/11/12, 00:31:06.293, 40.364, -70.883, 0.18, 117.690, 240.300, 0.450, 13.2, 13.0, 1025.9, 1025.9, 0.0, 0.0, 193.850, 178.030, 3, 357, 10.5, 9.7, 54.1, 54.7, 10.6, 9.8, 119.6, 113.6, 1028.0, 1028.0, -6.310, 314.520, -0.01, 32.8838, 14.5368, 495.000, 26.1, 1502.814, 92.350, NAN, NAN
2021/11/12, 00:32:06.293, 40.364, -70.883, 0.22, 116.650, 225.000, 0.130, 13.2, 13.0, 1025.9, 1026.0, 0.0, 0.0, 193.850, 178.030, 5, 2, 10.1, 10.3, 57.0, 54.6, 10.1, 10.3, 121.3, 118.3, 1028.0, 1028.1, -6.310, 314.030, -0.01, 32.8841, 14.5365, 510.500, 26.0, 1502.813, 92.480, NAN, NAN
2021/11/12, 00:33:06.293, 40.364, -70.883, 0.16, 117.600, 257.100, 0.070, 13.2, 13.0, 1025.8, 1026.0, 0.0, 0.0, 193.850, 178.030, 4, 357, 10.0, 9.7, 51.5, 54.5, 10.0, 9.7, 121.5, 114.5, 1027.9, 1028.1, -6.270, 313.100, -0.01, 32.8836, 14.5386, 493.400, 26.1, 1502.819, 92.230, NAN, NAN
2021/11/12, 00:34:06.293, 40.364, -70.883, 0.18, 117.050, 15.500, 0.040, 13.2, 13.0, 1025.8, 1026.0, 0.0, 0.0, 193.850, 178.030, 7, 1, 10.4, 9.9, 53.1, 53.1, 10.4, 9.9, 124.2, 118.2, 1027.9, 1028.1, -6.300, 312.530, -0.01, 32.8837, 14.5413, 510.500, 26.3, 1502.828, 92.490, NAN, NAN
2021/11/12, 00:35:06.293, 40.364, -70.883, 0.20, 116.670, 49.300, 0.130, 13.2, 13.0, 1025.8, 1026.0, 0.0, 0.0, 193.850, 178.030, 11, 6, 10.0, 10.1, 55.1, 54.9, 10.0, 10.1, 128.0, 123.0, 1027.9, 1028.1, -6.340, 312.280, -0.01, 32.8828, 14.5450, 490.700, 26.3, 1502.839, 92.380, NAN, NAN
2021/11/12, 00:36:06.293, 40.364, -70.883, 0.22, 116.670, 311.500, 0.270, 13.2, 13.0, 1025.9, 1026.0, 0.0, 0.0, 193.850, 178.030, 10, 2, 9.8, 9.8, 56.7, 56.6, 9.9, 9.9, 126.7, 118.8, 1028.0, 1028.1, -6.270, 311.780, -0.01, 32.8831, 14.5446, 498.400, 26.2, 1502.838, 92.530, NAN, NAN
2021/11/12, 00:37:06.293, 40.364, -70.883, 0.25, 117.190, 50.900, 0.160, 13.2, 13.1, 1025.9, 1026.0, 0.0, 0.0, 193.850, 178.030, 10, 5, 9.5, 9.3, 55.9, 54.6, 9.5, 9.3, 127.7, 122.7, 1028.0, 1028.1, -6.360, 311.100, -0.01, 32.8839, 14.5438, 508.400, 26.2, 1502.836, 92.490, NAN, NAN
2021/11/12, 00:38:06.293, 40.364, -70.883, 0.16, 117.350, 334.000, 0.160, 13.2, 13.1, 1025.9, 1025.9, 0.0, 0.0, 193.850, 178.030, 9, 1, 9.6, 9.3, 54.5, 54.3, 9.7, 9.4, 126.6, 118.6, 1028.0, 1028.0, -6.400, 310.710, -0.01, 32.8836, 14.5437, 495.600, 26.2, 1502.836, 92.490, NAN, NAN
2021/11/12, 00:39:06.294, 40.364, -70.883, 0.18, 117.190, 1.700, 0.130, 13.3, 13.0, 1025.9, 1025.9, 0.0, 0.0, 193.850, 178.030, 1, 356, 9.6, 9.6, 57.2, 56.9, 9.6, 9.6, 118.5, 113.6, 1028.0, 1028.0, -6.330, 310.230, -0.01, 32.8840, 14.5437, 484.000, 26.2, 1502.836, 92.570, NAN, NAN
2021/11/12, 00:40:06.294, 40.364, -70.883, 0.14, 116.730, 164.900, 0.270, 13.2, 13.0, 1025.9, 1026.0, 0.0, 0.0, 193.850, 178.030, 0, 355, 8.9, 8.9, 57.0, 56.0, 8.8, 8.8, 116.1, 111.0, 1028.0, 1028.1, -6.380, 309.840, -0.01, 32.8836, 14.5436, 527.000, 26.2, 1502.835, 92.590, NAN, NAN
2021/11/12, 00:41:06.294, 40.364, -70.883, 0.13, 117.470, 355.100, 0.090, 13.2, 13.0, 1026.0, 1026.0, 0.0, 0.0, 193.850, 178.030, 359, 354, 9.6, 9.8, 58.0, 56.9, 9.6, 9.8, 116.7, 111.7, 1028.1, 1028.1, -6.390, 309.140, -0.01, 32.8833, 14.5437, 499.000, 26.3, 1502.835, 92.390, NAN, NAN
2021/11/12, 00:42:06.294, 40.364, -70.883, 0.20, 117.740, 297.800, 0.080, 13.2, 13.0, 1026.0, 1026.1, 0.0, 0.0, 193.850, 178.030, 1, 358, 10.0, 9.8, 58.0, 56.5, 10.0, 9.8, 118.7, 115.7, 1028.1, 1028.2, -6.340, 308.680, -0.01, 32.8839, 14.5424, 499.500, 26.3, 1502.832, 92.490, NAN, NAN
2021/11/12, 00:43:06.294, 40.364, -70.883, 0.15, 116.180, 215.900, 0.140, 13.2, 13.0, 1026.0, 1026.2, 0.0, 0.0, 193.850, 178.030, 7, 1, 8.5, 9.0, 58.6, 57.7, 8.5, 9.0, 122.7, 116.7, 1028.1, 1028.3, -6.420, 308.330, -0.01, 32.8840, 14.5436, 491.000, 26.1, 1502.836, 92.450, NAN, NAN
2021/11/12, 00:44:06.294, 40.364, -70.883, 1.50, 94.370, 103.700, 1.590, 13.3, 13.1, 1026.0, 1026.1, 0.0, 0.0, 193.850, 178.030, 22, 21, 10.5, 10.3, 56.3, 55.3, 9.7, 9.5, 117.4, 116.4, 1028.1, 1028.2, -6.380, 307.570, -0.01, 32.8833, 14.5447, 456.400, 27.1, 1502.838, 92.380, NAN, NAN
2021/11/12, 00:45:06.294, 40.364, -70.882, 4.06, 86.000, 81.400, 4.110, 13.3, 13.1, 1025.9, 1026.1, 0.0, 0.0, 193.850, 178.030, 32, 26, 12.1, 11.4, 57.6, 55.5, 10.5, 9.6, 124.9, 118.4, 1028.0, 1028.2, -6.380, 307.120, -0.01, 32.8832, 14.5427, 448.000, 26.5, 1502.832, 92.260, NAN, NAN
2021/11/12, 00:46:06.294, 40.365, -70.880, 5.99, 90.970, 90.400, 6.210, 13.2, 13.0, 1025.8, 1026.0, 0.0, 0.0, 193.850, 178.030, 24, 20, 13.5, 13.0, 54.7, 54.3, 10.7, 10.1, 122.1, 117.4, 1027.9, 1028.1, -6.340, 306.720, -0.01, 32.8833, 14.5350, 439.200, 26.4, 1502.807, 92.470, NAN, NAN
2021/11/12, 00:47:06.294, 40.365, -70.878, 6.92, 90.180, 87.600, 7.140, 13.2, 13.0, 1025.9, 1026.0, 0.0, 0.0, 193.850, 178.030, 21, 18, 14.1, 13.3, 56.8, 55.3, 10.8, 9.9, 119.0, 115.6, 1028.0, 1028.1, -6.320, 306.600, -0.01, 32.8845, 14.5262, 437.600, 26.5, 1502.780, 92.450, NAN, NAN
2021/11/12, 00:48:06.294, 40.365, -70.875, 8.55, 89.320, 89.600, 8.450, 13.2, 13.0, 1025.6, 1025.9, 0.0, 0.0, 193.850, 178.030, 27, 21, 13.0, 12.4, 54.8, 54.6, 9.3, 8.5, 128.4, 120.8, 1027.7, 1028.0, -6.210, 306.630, -0.01, 32.8846, 14.5168, 460.100, 26.5, 1502.750, 93.310, NAN, NAN
2021/11/12, 00:49:06.294, 40.365, -70.872, 9.40, 90.770, 91.600, 9.140, 13.3, 13.0, 1025.9, 1026.0, 0.0, 0.0, 193.850, 178.030, 25, 20, 13.4, 13.0, 59.5, 59.7, 9.3, 8.7, 127.7, 121.0, 1028.0, 1028.1, -6.200, 306.850, -0.01, 32.8827, 14.5070, 442.200, 26.5, 1502.716, 92.460, NAN, NAN
2021/11/12, 00:50:06.294, 40.364, -70.869, 9.81, 90.980, 90.400, 9.510, 13.3, 13.1, 1025.8, 1026.0, 0.0, 0.0, 193.850, 178.030, 20, 15, 14.3, 14.0, 59.9, 58.4, 9.9, 9.4, 121.0, 114.0, 1027.9, 1028.1, -6.290, 306.690, -0.01, 32.8813, 14.4979, 448.600, 26.3, 1502.685, 92.630, NAN, NAN
2021/11/12, 00:51:06.294, 40.364, -70.865, 9.95, 90.930, 93.000, 9.890, 13.3, 13.1, 1025.8, 1026.0, 0.0, 0.0, 193.850, 178.030, 19, 15, 15.2, 14.7, 57.3, 56.3, 10.4, 9.8, 118.1, 112.6, 1027.9, 1028.1, -6.200, 306.380, -0.01, 32.8782, 14.4891, 479.600, 26.4, 1502.653, 92.690, NAN, NAN
2021/11/12, 00:52:06.294, 40.364, -70.862, 10.06, 90.950, 91.400, 9.800, 13.3, 13.1, 1025.8, 1026.0, 0.0, 0.0, 193.850, 178.030, 23, 18, 14.6, 14.1, 58.7, 56.5, 10.1, 9.4, 124.9, 118.2, 1027.9, 1028.1, -6.160, 306.380, -0.01, 32.8753, 14.4820, 467.500, 26.4, 1502.627, 92.680, NAN, NAN
2021/11/12, 00:53:06.294, 40.364, -70.858, 10.03, 91.340, 92.700, 9.490, 13.3, 13.1, 1025.7, 1026.0, 0.0, 0.0, 193.850, 178.030, 23, 16, 13.6, 13.0, 54.8, 55.4, 9.2, 8.4, 125.6, 115.8, 1027.8, 1028.1, -6.130, 306.870, -0.01, 32.8705, 14.4777, 469.900, 26.2, 1502.608, 92.500, NAN, NAN
2021/11/12, 00:54:06.295, 40.364, -70.855, 10.05, 90.650, 90.400, 10.210, 13.3, 13.1, 1025.8, 1025.9, 0.0, 0.0, 193.850, 178.030, 24, 17, 14.6, 13.7, 54.9, 55.7, 10.0, 8.8, 127.0, 117.8, 1027.9, 1028.0, -6.170, 306.410, -0.01, 32.8666, 14.4796, 476.600, 26.5, 1502.609, 93.000, NAN, NAN
2021/11/12, 00:55:06.295, 40.364, -70.851, 10.01, 92.160, 92.100, 9.610, 13.3, 13.1, 1025.8, 1025.9, 0.0, 0.0, 193.850, 178.030, 22, 18, 14.3, 14.2, 55.8, 57.1, 9.9, 9.6, 125.0, 119.3, 1027.9, 1028.0, -6.200, 306.010, -0.01, 32.8690, 14.4839, 459.800, 26.2, 1502.626, 92.880, NAN, NAN
2021/11/12, 00:56:06.295, 40.364, -70.848, 10.05, 91.900, 90.400, 9.500, 13.3, 13.1, 1025.7, 1026.0, 0.0, 0.0, 193.850, 178.030, 19, 14, 14.3, 14.2, 56.0, 54.3, 9.9, 9.6, 120.9, 113.7, 1027.8, 1028.1, -6.210, 306.160, -0.01, 32.8720, 14.4862, 431.800, 26.2, 1502.637, 92.850, NAN, NAN
2021/11/12, 00:57:06.295, 40.364, -70.844, 9.99, 92.340, 90.800, 9.410, 13.3, 13.1, 1025.7, 1025.9, 0.0, 0.0, 193.850, 178.030, 21, 16, 14.9, 14.2, 52.0, 54.8, 10.6, 9.7, 123.4, 117.0, 1027.8, 1028.0, -6.160, 305.610, -0.01, 32.8710, 14.4932, 450.700, 26.0, 1502.658, 92.990, NAN, NAN
2021/11/12, 00:58:06.295, 40.364, -70.841, 9.95, 92.070, 92.800, 9.400, 13.3, 13.1, 1025.7, 1025.9, 0.0, 0.0, 193.850, 178.030, 21, 17, 15.6, 14.9, 52.5, 52.4, 11.2, 10.4, 121.7, 116.6, 1027.8, 1028.0, -6.230, 305.060, -0.01, 32.8707, 14.5089, 434.800, 26.2, 1502.708, 93.050, NAN, NAN
2021/11/12, 00:59:06.295, 40.364, -70.837, 9.92, 92.690, 93.600, 9.430, 13.3, 13.1, 1025.7, 1025.9, 0.0, 0.0, 193.850, 178.030, 21, 18, 14.9, 14.2, 54.2, 53.1, 10.5, 9.7, 122.8, 119.2, 1027.8, 1028.0, -6.200, 304.970, -0.02, 32.8611, 14.5280, 474.800, 26.2, 1502.759, 92.900, NAN, NAN
2021/11/12, 01:00:06.295, 40.364, -70.834, 9.99, 91.740, 93.600, 9.540, 13.3, 13.1, 1025.7, 1025.9, 0.0, 0.0, 193.850, 178.030, 20, 15, 15.2, 14.2, 55.6, 55.0, 10.7, 9.5, 120.0, 113.5, 1027.8, 1028.0, -6.190, 304.370, -0.01, 32.8463, 14.5424, 473.900, 26.3, 1502.788, 93.350, NAN, NAN
2021/11/12, 01:01:06.295, 40.363, -70.830, 9.92, 90.450, 92.200, 9.500, 13.3, 13.1, 1025.7, 1025.8, 0.0, 0.0, 193.850, 178.030, 23, 19, 15.6, 14.8, 57.5, 52.9, 11.2, 10.2, 122.6, 117.6, 1027.8, 1027.9, -6.240, 303.770, -0.01, 32.8345, 14.5529, 469.400, 26.2, 1502.808, 93.470, NAN, NAN
2021/11/12, 01:02:06.295, 40.363, -70.827, 9.98, 90.310, 92.100, 9.700, 13.3, 13.1, 1025.6, 1025.8, 0.0, 0.0, 193.850, 178.030, 26, 21, 15.3, 14.6, 52.2, 51.5, 10.9, 10.0, 127.1, 120.7, 1027.7, 1027.9, -6.210, 303.790, -0.01, 32.8266, 14.5562, 458.000, 26.3, 1502.809, 93.310, NAN, NAN
2021/11/12, 01:03:06.295, 40.363, -70.824, 9.96, 89.810, 90.400, 9.410, 13.3, 13.1, 1025.6, 1025.8, 0.0, 0.0, 193.850, 178.030, 19, 15, 14.7, 14.4, 52.5, 56.7, 10.2, 9.8, 117.4, 111.9, 1027.7, 1027.9, -6.230, 303.060, -0.01, 32.8226, 14.5553, 455.600, 26.4, 1502.802, 93.560, NAN, NAN
2021/11/12, 01:04:06.295, 40.363, -70.820, 10.04, 90.140, 90.600, 9.530, 13.3, 13.1, 1025.6, 1025.8, 0.0, 0.0, 193.850, 178.030, 19, 16, 13.3, 13.4, 52.1, 55.4, 8.8, 8.8, 119.3, 114.7, 1027.7, 1027.9, -6.280, 303.610, -0.01, 32.8216, 14.5505, 444.600, 26.5, 1502.785, 93.320, NAN, NAN
2021/11/12, 01:05:06.295, 40.363, -70.817, 10.02, 90.340, 91.400, 9.210, 13.3, 13.1, 1025.6, 1025.8, 0.0, 0.0, 193.850, 178.030, 19, 15, 14.3, 14.1, 54.2, 55.8, 9.9, 9.6, 117.8, 112.2, 1027.7, 1027.9, -6.290, 303.110, -0.01, 32.8223, 14.5505, 453.100, 26.7, 1502.786, 93.660, NAN, NAN
2021/11/12, 01:06:06.295, 40.363, -70.813, 10.05, 89.250, 90.400, 9.490, 13.3, 13.1, 1025.6, 1025.9, 0.0, 0.0, 193.850, 178.030, 25, 20, 13.9, 13.5, 53.8, 54.1, 9.6, 9.0, 126.1, 119.3, 1027.7, 1028.0, -6.200, 303.070, -0.02, 32.8235, 14.5504, 426.800, 26.5, 1502.787, 93.650, NAN, NAN
