#time   lat    lon   gyro  spd_log
11/12/21/06:51:06.318    40.2490   -70.8900   166.9800       nan
11/12/21/06:52:06.318    40.2470   -70.8900   165.9800       nan
11/12/21/06:53:06.318    40.2450   -70.8900   168.6000       nan
11/12/21/06:54:06.318    40.2430   -70.8900   167.9000       nan
11/12/21/06:55:06.318    40.2410   -70.8900   168.3700       nan
11/12/21/06:56:06.318    40.2390   -70.8900   165.6500       nan
11/12/21/06:57:06.318    40.2370   -70.8900   166.9700       nan
11/12/21/06:58:06.318    40.2360   -70.8900   165.6600       nan
11/12/21/06:59:06.318    40.2340   -70.8900   165.6100       nan
11/12/21/07:00:06.318    40.2320   -70.8900   164.6400       nan
11/12/21/07:01:06.318    40.2300   -70.8900   162.3700       nan
11/12/21/07:02:06.318    40.2290   -70.8890   163.0000       nan
11/12/21/07:03:06.318    40.2270   -70.8890   160.4900       nan
11/12/21/07:04:06.318    40.2250   -70.8890   160.7700       nan
11/12/21/07:05:06.318    40.2240   -70.8890   160.6000       nan
11/12/21/07:06:06.318    40.2220   -70.8890   159.3400       nan
11/12/21/07:07:06.319    40.2210   -70.8880   159.6400       nan
11/12/21/07:08:06.319    40.2190   -70.8880   160.0200       nan
11/12/21/07:09:06.319    40.2170   -70.8880   159.9100       nan
11/12/21/07:10:06.319    40.2160   -70.8870   159.5600       nan
11/12/21/07:11:06.319    40.2140   -70.8870   160.2200       nan
11/12/21/07:12:06.319    40.2120   -70.8870   160.1100       nan
11/12/21/07:13:06.319    40.2110   -70.8870   158.5400       nan
11/12/21/07:14:06.319    40.2090   -70.8860   163.7100       nan
11/12/21/07:15:06.319    40.2080   -70.8860   166.2800       nan
11/12/21/07:16:06.319    40.2060   -70.8860   166.4500       nan
11/12/21/07:17:06.319    40.2050   -70.8860   168.0100       nan
11/12/21/07:18:06.319    40.2030   -70.8860   165.7000       nan
11/12/21/07:19:06.319    40.2020   -70.8860   164.6700       nan
11/12/21/07:20:06.319    40.2000   -70.8860   165.1100       nan
11/12/21/07:21:06.319    40.1980   -70.8860   164.7800       nan
11/12/21/07:22:06.319    40.1970   -70.8860   164.9000       nan
11/12/21/07:23:06.320    40.1950   -70.8860   166.3800       nan
11/12/21/07:24:06.320    40.1940   -70.8860   165.7900       nan
11/12/21/07:25:06.320    40.1920   -70.8860   164.9700       nan
11/12/21/07:26:06.320    40.1900   -70.8860   165.5200       nan
11/12/21/07:27:06.320    40.1890   -70.8860   165.1000       nan
11/12/21/07:28:06.320    40.1870   -70.8860   163.8700       nan
11/12/21/07:29:06.320    40.1860   -70.8860   166.1400       nan
11/12/21/07:30:06.320    40.1840   -70.8850   166.6000       nan
11/12/21/07:31:06.320    40.1830   -70.8850   165.0400       nan
11/12/21/07:32:06.320    40.1820   -70.8850   165.8800       nan
11/12/21/07:33:06.320    40.1800   -70.8850   165.3800       nan
11/12/21/07:34:06.320    40.1790   -70.8850   167.1400       nan
11/12/21/07:35:06.320    40.1780   -70.8850   163.8700       nan
11/12/21/07:36:06.320    40.1760   -70.8850   167.3200       nan
11/12/21/07:37:06.320    40.1750   -70.8850   169.6400       nan
11/12/21/07:38:06.321    40.1730   -70.8850   171.4400       nan
11/12/21/07:39:06.321    40.1720   -70.8850   170.1800       nan
11/12/21/07:40:06.321    40.1700   -70.8850   168.4500       nan
11/12/21/07:41:06.321    40.1690   -70.8850   169.4600       nan
11/12/21/07:42:06.321    40.1670   -70.8850   168.1100       nan
11/12/21/07:43:06.321    40.1660   -70.8850   170.4700       nan
11/12/21/07:44:06.321    40.1640   -70.8850   171.6100       nan
11/12/21/07:45:06.321    40.1630   -70.8850   169.0600       nan
11/12/21/07:46:06.321    40.1610   -70.8850   168.7700       nan
11/12/21/07:47:06.321    40.1600   -70.8850   169.4400       nan
11/12/21/07:48:06.321    40.1580   -70.8850   172.9800       nan
11/12/21/07:49:06.321    40.1570   -70.8850   167.8200       nan
11/12/21/07:50:06.321    40.1550   -70.8850   169.6800       nan
11/12/21/07:51:06.321    40.1540   -70.8850   169.5400       nan
11/12/21/07:52:06.321    40.1520   -70.8850   169.0600       nan
11/12/21/07:53:06.322    40.1500   -70.8850   165.4200       nan
11/12/21/07:54:06.322    40.1490   -70.8850   164.5100       nan
11/12/21/07:55:06.322    40.1470   -70.8840   165.9000       nan
11/12/21/07:56:06.322    40.1450   -70.8840   163.8000       nan
11/12/21/07:57:06.322    40.1440   -70.8840   171.4400       nan
11/12/21/07:58:06.322    40.1430   -70.8850   181.8400       nan
11/12/21/07:59:06.322    40.1410   -70.8850   178.5400       nan
11/12/21/08:00:06.322    40.1400   -70.8850   177.0400       nan
11/12/21/08:01:06.322    40.1380   -70.8860   177.0200       nan
11/12/21/08:02:06.322    40.1370   -70.8860   176.5600       nan
11/12/21/08:03:06.322    40.1350   -70.8860   176.5900       nan
11/12/21/08:04:06.322    40.1330   -70.8870   177.0800       nan
11/12/21/08:05:06.322    40.1310   -70.8870   178.4500       nan
11/12/21/08:06:06.322    40.1300   -70.8880   177.8500       nan
11/12/21/08:07:06.322    40.1280   -70.8880   177.2200       nan
11/12/21/08:08:06.322    40.1270   -70.8890   185.2100       nan
11/12/21/08:09:06.323    40.1250   -70.8900   221.0700       nan
11/12/21/08:10:06.323    40.1240   -70.8920   262.9500      7.01
11/12/21/08:11:06.323    40.1250   -70.8950   302.0300      7.67
11/12/21/08:12:06.323    40.1260   -70.8970   309.4700      7.36
11/12/21/08:13:06.323    40.1270   -70.8990   309.5700      7.30
11/12/21/08:14:06.323    40.1290   -70.9010   310.7100      7.41
11/12/21/08:15:06.323    40.1300   -70.9040   309.4200      7.24
11/12/21/08:16:06.323    40.1310   -70.9060   308.4500      7.37
11/12/21/08:17:06.323    40.1330   -70.9080   308.8300      6.92
11/12/21/08:18:06.323    40.1340   -70.9100   306.2600      6.58
11/12/21/08:19:06.323    40.1350   -70.9120   305.9700      6.51
11/12/21/08:20:06.323    40.1360   -70.9140   307.6200      6.60
11/12/21/08:21:06.323    40.1370   -70.9160   307.4800      6.55
11/12/21/08:22:06.323    40.1380   -70.9180   306.6800      6.40
11/12/21/08:23:06.323    40.1390   -70.9200   307.5000      6.12
11/12/21/08:24:06.323    40.1410   -70.9210   307.0800      5.93
11/12/21/08:25:06.323    40.1420   -70.9230   307.9900      5.92
11/12/21/08:26:06.324    40.1430   -70.9250   307.2500      5.97
11/12/21/08:27:06.324    40.1440   -70.9270   308.3700      6.11
11/12/21/08:28:06.324    40.1450   -70.9290   307.9700      6.18
11/12/21/08:29:06.324    40.1460   -70.9300   308.2200      6.17
11/12/21/08:30:06.324    40.1470   -70.9320   308.4400      6.08
11/12/21/08:31:06.324    40.1480   -70.9340   307.4500      6.06
11/12/21/08:32:06.324    40.1490   -70.9360   308.2100      5.89
11/12/21/08:33:06.324    40.1500   -70.9380   309.9900      6.13
11/12/21/08:34:06.324    40.1510   -70.9390   309.2600      5.92
11/12/21/08:35:06.324    40.1520   -70.9410   307.9700      5.93
11/12/21/08:36:06.324    40.1530   -70.9430   307.7400      6.04
11/12/21/08:37:06.324    40.1540   -70.9450   309.6800      6.05
11/12/21/08:38:06.324    40.1550   -70.9460   307.3100      6.05
11/12/21/08:39:06.324    40.1560   -70.9480   308.5200      5.95
11/12/21/08:40:06.324    40.1570   -70.9500   308.2600      5.92
11/12/21/08:41:06.325    40.1580   -70.9520   308.6800      5.89
11/12/21/08:42:06.325    40.1590   -70.9530   307.9700      5.89
11/12/21/08:43:06.325    40.1600   -70.9550   308.9700      5.87
11/12/21/08:44:06.325    40.1610   -70.9570   307.1200      5.81
11/12/21/08:45:06.325    40.1620   -70.9590   309.0500      5.88
11/12/21/08:46:06.325    40.1630   -70.9600   311.9400      5.73
11/12/21/08:47:06.325    40.1640   -70.9620   311.9000      5.72
11/12/21/08:48:06.325    40.1650   -70.9640   311.1300      5.82
11/12/21/08:49:06.325    40.1660   -70.9650   310.9300      5.81
11/12/21/08:50:06.325    40.1670   -70.9670   311.4400      5.79
11/12/21/08:51:06.325    40.1680   -70.9690   312.1000      5.83
11/12/21/08:52:06.325    40.1700   -70.9710   311.7500      5.82
11/12/21/08:53:06.325    40.1710   -70.9720   311.1600      5.82
11/12/21/08:54:06.325    40.1720   -70.9740   311.1700      5.81
11/12/21/08:55:06.325    40.1730   -70.9760   312.7600      5.78
11/12/21/08:56:06.325    40.1740   -70.9770   310.8600      5.66
11/12/21/08:57:06.326    40.1750   -70.9790   311.7300      5.81
11/12/21/08:58:06.326    40.1760   -70.9810   310.9000      5.75
11/12/21/08:59:06.326    40.1770   -70.9820   311.8600      5.92
11/12/21/09:00:06.326    40.1780   -70.9840   311.0000      5.86
11/12/21/09:01:06.326    40.1790   -70.9860   311.7200      5.84
11/12/21/09:02:06.326    40.1800   -70.9880   311.1500      5.92
11/12/21/09:03:06.326    40.1810   -70.9890   311.1600      5.92
11/12/21/09:04:06.326    40.1820   -70.9910   310.0500      5.84
11/12/21/09:05:06.326    40.1830   -70.9930   311.2300      5.79
11/12/21/09:06:06.326    40.1840   -70.9950   310.8800      5.88
11/12/21/09:07:06.326    40.1860   -70.9960   309.9300      5.92
11/12/21/09:08:06.326    40.1870   -70.9980   312.7200      5.83
11/12/21/09:09:06.326    40.1880   -71.0000   314.1400      5.84
11/12/21/09:10:06.326    40.1890   -71.0020   312.3700      5.72
11/12/21/09:11:06.326    40.1900   -71.0040   313.2100      5.80
11/12/21/09:12:06.326    40.1910   -71.0050   310.8500      5.74
11/12/21/09:13:06.327    40.1920   -71.0070   311.8000      5.78
11/12/21/09:14:06.327    40.1930   -71.0090   311.4800      5.77
11/12/21/09:15:06.327    40.1940   -71.0110   311.0000      5.83
11/12/21/09:16:06.327    40.1950   -71.0130   310.5900      5.80
11/12/21/09:17:06.327    40.1970   -71.0140   310.5400      5.92
11/12/21/09:18:06.327    40.1980   -71.0160   311.6600      5.86
11/12/21/09:19:06.327    40.1990   -71.0180   311.8900      5.90
11/12/21/09:20:06.327    40.2000   -71.0200   311.6700      5.65
11/12/21/09:21:06.327    40.2010   -71.0220   312.4000      5.69
11/12/21/09:22:06.327    40.2020   -71.0230   313.3100      5.76
11/12/21/09:23:06.327    40.2030   -71.0250   311.8500      5.53
11/12/21/09:24:06.327    40.2040   -71.0270   318.4000      4.77
11/12/21/09:25:06.327    40.2050   -71.0280   312.6400      4.14
11/12/21/09:26:06.327    40.2060   -71.0290   230.2800      2.26
11/12/21/09:27:06.327    40.2060   -71.0300   173.2900      0.14
11/12/21/09:28:06.328    40.2060   -71.0300   136.5700      0.56
11/12/21/09:29:06.328    40.2050   -71.0300   119.8800      0.30
11/12/21/09:30:06.328    40.2050   -71.0300   128.3400      0.07
11/12/21/09:31:06.328    40.2050   -71.0300   131.5800      0.75
11/12/21/09:32:06.328    40.2050   -71.0300   133.3600      1.09
11/12/21/09:33:06.328    40.2050   -71.0300   133.5900      1.38
11/12/21/09:34:06.328    40.2050   -71.0300   125.1400      0.14
11/12/21/09:35:06.328    40.2050   -71.0300   125.3600      0.48
11/12/21/09:36:06.328    40.2050   -71.0300   120.7700      0.53
11/12/21/09:37:06.328    40.2050   -71.0300   123.8400      0.21
11/12/21/09:38:06.328    40.2050   -71.0300   124.4800      0.41
11/12/21/09:39:06.328    40.2050   -71.0300   122.5700      0.83
11/12/21/09:40:06.328    40.2050   -71.0300   124.7000      0.24
11/12/21/09:41:06.328    40.2050   -71.0300   124.5800      0.56
11/12/21/09:42:06.328    40.2050   -71.0300   124.1900      0.49
11/12/21/09:43:06.328    40.2050   -71.0300   122.2100      1.04
11/12/21/09:44:06.329    40.2050   -71.0300   122.7200      0.62
11/12/21/09:45:06.329    40.2050   -71.0300   123.3200      0.65
11/12/21/09:46:06.329    40.2050   -71.0300   125.0400      0.62
11/12/21/09:47:06.329    40.2050   -71.0300   117.0100      0.28
11/12/21/09:48:06.329    40.2050   -71.0300   124.9400      0.82
11/12/21/09:49:06.329    40.2050   -71.0300   124.3800      0.81
11/12/21/09:50:06.329    40.2050   -71.0300   124.0700      0.24
11/12/21/09:51:06.329    40.2050   -71.0300   124.7500      0.05
11/12/21/09:52:06.329    40.2050   -71.0300   127.7100      0.47
11/12/21/09:53:06.329    40.2050   -71.0300   128.2600      0.84
11/12/21/09:54:06.329    40.2050   -71.0300   124.2500      0.63
11/12/21/09:55:06.329    40.2050   -71.0300   127.2600      1.05
11/12/21/09:56:06.329    40.2050   -71.0300   126.9400      0.44
11/12/21/09:57:06.329    40.2050   -71.0300   126.9900      0.33
11/12/21/09:58:06.329    40.2050   -71.0300   126.7100      0.95
11/12/21/09:59:06.330    40.2050   -71.0300   127.8400      0.47
11/12/21/10:00:06.330    40.2050   -71.0300   125.1300      0.70
11/12/21/10:01:06.330    40.2050   -71.0300   126.2400      0.22
11/12/21/10:02:06.330    40.2050   -71.0300   126.3000      0.59
11/12/21/10:03:06.330    40.2050   -71.0300   125.6700      0.65
11/12/21/10:04:06.330    40.2050   -71.0300   127.6800      0.32
11/12/21/10:05:06.330    40.2050   -71.0300   127.3700      0.60
11/12/21/10:06:06.330    40.2050   -71.0300   125.4600      0.64
11/12/21/10:07:06.330    40.2050   -71.0300   131.9300      0.67
11/12/21/10:08:06.330    40.2050   -71.0300   133.5300      0.38
11/12/21/10:09:06.330    40.2050   -71.0300   133.5300      0.24
11/12/21/10:10:06.330    40.2050   -71.0300   132.8700      0.49
11/12/21/10:11:06.330    40.2050   -71.0300   125.7300      0.13
11/12/21/10:12:06.330    40.2050   -71.0300   119.4600     -0.01
11/12/21/10:13:06.330    40.2050   -71.0300   118.6300      0.61
11/12/21/10:14:06.330    40.2050   -71.0300   118.0800      0.89
11/12/21/10:15:06.330    40.2050   -71.0300   124.0800      0.56
11/12/21/10:16:06.331    40.2050   -71.0300   127.3200      0.30
11/12/21/10:17:06.331    40.2050   -71.0300   124.8600      0.96
11/12/21/10:18:06.331    40.2050   -71.0300   124.4300      0.56
11/12/21/10:19:06.331    40.2050   -71.0300   122.5900      0.33
11/12/21/10:20:06.331    40.2050   -71.0300   126.2400      0.51
11/12/21/10:21:06.331    40.2050   -71.0300   124.9300      0.38
11/12/21/10:22:06.331    40.2050   -71.0300   125.6100      0.35
11/12/21/10:23:06.331    40.2050   -71.0300   133.0600      0.37
11/12/21/10:24:06.331    40.2050   -71.0300   129.9500      0.76
11/12/21/10:25:06.331    40.2050   -71.0300   129.8700      0.54
11/12/21/10:26:06.331    40.2050   -71.0300   128.2200      0.17
11/12/21/10:27:06.331    40.2050   -71.0300   130.7400      0.43
11/12/21/10:28:06.331    40.2050   -71.0300   132.8400      0.63
11/12/21/10:29:06.331    40.2050   -71.0300   133.3700      0.43
11/12/21/10:30:06.331    40.2050   -71.0300   132.3400      0.50
11/12/21/10:31:06.331    40.2050   -71.0300   129.6800      0.79
11/12/21/10:32:06.331    40.2050   -71.0300   129.5300      0.23
11/12/21/10:33:06.332    40.2050   -71.0300   131.2600      0.43
11/12/21/10:34:06.332    40.2050   -71.0300   132.8400      0.56
11/12/21/10:35:06.332    40.2050   -71.0300   130.4100      0.43
11/12/21/10:36:06.332    40.2050   -71.0300   127.8600      0.87
11/12/21/10:37:06.332    40.2050   -71.0300   131.9000      1.02
11/12/21/10:38:06.332    40.2050   -71.0300   130.6500      0.09
11/12/21/10:39:06.332    40.2050   -71.0300   129.3700      0.03
11/12/21/10:40:06.332    40.2050   -71.0300   132.3100      0.38
11/12/21/10:41:06.332    40.2050   -71.0300   133.3200      0.27
11/12/21/10:42:06.332    40.2050   -71.0300   133.9600      0.25
11/12/21/10:43:06.332    40.2050   -71.0300   127.6300      0.19
11/12/21/10:44:06.332    40.2050   -71.0300   129.2100      0.27
11/12/21/10:45:06.332    40.2050   -71.0300   131.9600      0.21
11/12/21/10:46:06.332    40.2050   -71.0300   131.8100      0.35
11/12/21/10:47:06.332    40.2050   -71.0300   131.0100      0.52
11/12/21/10:48:06.333    40.2050   -71.0300   130.7500      0.39
11/12/21/10:49:06.333    40.2050   -71.0300   132.1400      0.86
11/12/21/10:50:06.333    40.2050   -71.0300   130.0700      0.24
11/12/21/10:51:06.333    40.2050   -71.0300   128.6400      0.39
11/12/21/10:52:06.333    40.2050   -71.0300   134.3000      0.48
11/12/21/10:53:06.333    40.2050   -71.0300   133.5100      0.54
11/12/21/10:54:06.333    40.2050   -71.0300   130.2100      0.36
11/12/21/10:55:06.333    40.2050   -71.0300   130.6200      0.90
11/12/21/10:56:06.333    40.2050   -71.0300   130.6300      0.54
11/12/21/10:57:06.333    40.2050   -71.0300   130.7600      0.95
11/12/21/10:58:06.333    40.2050   -71.0300   130.0900      0.21
11/12/21/10:59:06.333    40.2050   -71.0300   128.3000      0.45
11/12/21/11:00:06.333    40.2050   -71.0300   131.0800      0.69
11/12/21/11:01:06.333    40.2050   -71.0300   132.6400      0.43
11/12/21/11:02:06.333    40.2050   -71.0300   132.8200      0.31
11/12/21/11:03:06.333    40.2050   -71.0300   128.7000      0.57
11/12/21/11:04:06.334    40.2050   -71.0300   128.3500      0.55
11/12/21/11:05:06.334    40.2050   -71.0300   135.2400      0.67
11/12/21/11:06:06.334    40.2050   -71.0300   130.7400      0.68
11/12/21/11:07:06.334    40.2050   -71.0300   130.8000      0.46
11/12/21/11:08:06.334    40.2050   -71.0300   130.6600      0.61
11/12/21/11:09:06.334    40.2050   -71.0300   126.9200      0.34
11/12/21/11:10:06.334    40.2050   -71.0300   130.1600      0.65
11/12/21/11:11:06.334    40.2050   -71.0300   130.6900      0.48
11/12/21/11:12:06.334    40.2050   -71.0300   130.5000      0.58
11/12/21/11:13:06.334    40.2050   -71.0300   129.1300      0.25
11/12/21/11:14:06.334    40.2050   -71.0300   130.9400      0.51
11/12/21/11:15:06.334    40.2050   -71.0300   128.9700     -0.03
11/12/21/11:16:06.334    40.2050   -71.0300   133.1200      0.25
11/12/21/11:17:06.334    40.2050   -71.0300   130.6200      0.69
11/12/21/11:18:06.334    40.2050   -71.0300   127.2500      0.18
11/12/21/11:19:06.334    40.2050   -71.0300   128.2900      0.68
11/12/21/11:20:06.335    40.2050   -71.0300   130.5200      0.28
11/12/21/11:21:06.335    40.2050   -71.0300   130.5100      0.74
11/12/21/11:22:06.335    40.2050   -71.0300   131.3800      1.09
11/12/21/11:23:06.335    40.2050   -71.0300   131.4900      0.41
11/12/21/11:24:06.335    40.2050   -71.0300   130.6900      0.35
11/12/21/11:25:06.335    40.2050   -71.0300   129.7600      0.78
11/12/21/11:26:06.335    40.2050   -71.0300   128.4200      0.59
11/12/21/11:27:06.335    40.2050   -71.0300   130.5500      0.81
11/12/21/11:28:06.335    40.2050   -71.0300   124.9300      0.52
11/12/21/11:29:06.335    40.2050   -71.0300   130.3300      0.43
11/12/21/11:30:06.335    40.2050   -71.0300   131.8200      0.20
11/12/21/11:31:06.335    40.2050   -71.0300   130.9300      0.30
11/12/21/11:32:06.335    40.2050   -71.0300   131.0800      0.68
11/12/21/11:33:06.335    40.2050   -71.0300   131.7300      0.44
11/12/21/11:34:06.335    40.2050   -71.0300   127.5900      0.29
11/12/21/11:35:06.335    40.2050   -71.0300   127.6300      0.30
11/12/21/11:36:06.336    40.2050   -71.0300   129.6400      0.33
11/12/21/11:37:06.336    40.2050   -71.0300   132.8700      0.06
11/12/21/11:38:06.336    40.2050   -71.0300   130.0100      0.42
11/12/21/11:39:06.336    40.2050   -71.0300   131.0500      0.93
11/12/21/11:40:06.336    40.2050   -71.0300   129.0900      0.39
11/12/21/11:41:06.336    40.2050   -71.0300   130.8100      0.26
11/12/21/11:42:06.336    40.2060   -71.0300   129.8700      0.28
11/12/21/11:43:06.336    40.2060   -71.0300   128.5800      0.32
11/12/21/11:44:06.336    40.2060   -71.0300   131.2000      0.90
11/12/21/11:45:06.336    40.2060   -71.0300   131.6000      0.02
11/12/21/11:46:06.336    40.2060   -71.0300   128.9400      0.54
11/12/21/11:47:06.336    40.2060   -71.0300   131.5500      0.44
11/12/21/11:48:06.336    40.2060   -71.0300   128.2000      0.32
11/12/21/11:49:06.336    40.2060   -71.0300   131.6500      0.38
11/12/21/11:50:06.336    40.2060   -71.0300   130.1400      0.16
11/12/21/11:51:06.337    40.2060   -71.0290   131.4700      0.47
11/12/21/11:52:06.337    40.2060   -71.0300   129.3600      0.23
11/12/21/11:53:06.337    40.2060   -71.0300   130.3300      0.43
11/12/21/11:54:06.337    40.2060   -71.0290   128.0600      0.51
11/12/21/11:55:06.337    40.2060   -71.0290   129.7300     -0.09
11/12/21/11:56:06.337    40.2060   -71.0290   131.2200      0.04
11/12/21/11:57:06.337    40.2060   -71.0290   130.8200      0.69
11/12/21/11:58:06.337    40.2060   -71.0290   131.6500      0.46
11/12/21/11:59:06.337    40.2060   -71.0290   131.2800     -0.02
11/12/21/12:00:06.337    40.2060   -71.0290   128.6300      0.11
11/12/21/12:01:06.337    40.2060   -71.0290   128.3100      0.88
11/12/21/12:02:06.337    40.2060   -71.0290   128.7100      0.43
11/12/21/12:03:06.337    40.2060   -71.0290   127.1400      0.22
11/12/21/12:04:06.337    40.2060   -71.0290   131.5400      0.30
11/12/21/12:05:06.337    40.2060   -71.0290   131.9700      0.45
11/12/21/12:06:06.337    40.2060   -71.0290   131.1500      0.18
11/12/21/12:07:06.338    40.2060   -71.0290   132.4000      1.24
11/12/21/12:08:06.338    40.2060   -71.0290   130.0700      0.56
11/12/21/12:09:06.338    40.2060   -71.0290   131.0500      0.15
11/12/21/12:10:06.338    40.2060   -71.0290   128.1700      0.35
11/12/21/12:11:06.338    40.2060   -71.0290   125.2900      0.31
11/12/21/12:12:06.338    40.2060   -71.0290   130.6300      0.19
11/12/21/12:13:06.338    40.2060   -71.0290   132.5500      0.43
11/12/21/12:14:06.338    40.2060   -71.0290   129.9600      0.34
11/12/21/12:15:06.338    40.2060   -71.0290   131.1000      0.30
11/12/21/12:16:06.338    40.2060   -71.0290   131.5200      0.54
11/12/21/12:17:06.338    40.2060   -71.0290   123.9400     -0.10
11/12/21/12:18:06.338    40.2060   -71.0290   127.3500      0.16
11/12/21/12:19:06.338    40.2060   -71.0290   139.3200      0.28
11/12/21/12:20:06.338    40.2060   -71.0290   146.3900      0.10
11/12/21/12:21:06.338    40.2060   -71.0290   141.9300     -0.03
11/12/21/12:22:06.339    40.2060   -71.0290   143.6500      0.22
11/12/21/12:23:06.339    40.2060   -71.0290   140.6600      0.17
11/12/21/12:24:06.339    40.2060   -71.0290   138.5700      0.17
11/12/21/12:25:06.339    40.2060   -71.0290   135.2500      0.65
11/12/21/12:26:06.339    40.2060   -71.0290   142.0200      0.08
11/12/21/12:27:06.339    40.2060   -71.0290   142.3600      0.14
11/12/21/12:28:06.339    40.2060   -71.0300   140.8000      0.14
11/12/21/12:29:06.339    40.2060   -71.0300   134.7000      0.12
11/12/21/12:30:06.339    40.2060   -71.0300   129.0400      0.15
11/12/21/12:31:06.339    40.2060   -71.0300   123.8800      0.16
11/12/21/12:32:06.339    40.2060   -71.0290   132.3600     -0.13
11/12/21/12:33:06.339    40.2060   -71.0290   133.4800      0.34
11/12/21/12:34:06.339    40.2060   -71.0290   133.0400     -0.01
11/12/21/12:35:06.339    40.2060   -71.0290   136.6800      0.18
11/12/21/12:36:06.339    40.2060   -71.0290   133.1500      0.20
11/12/21/12:37:06.339    40.2060   -71.0290   132.1000      0.75
11/12/21/12:38:06.340    40.2060   -71.0290   127.9600     -0.10
11/12/21/12:39:06.340    40.2060   -71.0290   130.5300      0.15
11/12/21/12:40:06.340    40.2060   -71.0290   134.9800      0.32
11/12/21/12:41:06.340    40.2060   -71.0290   137.7600      0.74
11/12/21/12:42:06.340    40.2060   -71.0290   138.5600      0.34
11/12/21/12:43:06.340    40.2060   -71.0290   134.2000      1.04
11/12/21/12:44:06.340    40.2060   -71.0290   129.0000      0.20
11/12/21/12:45:06.340    40.2060   -71.0290   131.4300      0.29
11/12/21/12:46:06.340    40.2060   -71.0290   131.4800      0.57
11/12/21/12:47:06.340    40.2060   -71.0290   130.0200      0.05
11/12/21/12:48:06.340    40.2060   -71.0290   131.6700      0.13
11/12/21/12:49:06.340    40.2060   -71.0290   136.1100      0.12
11/12/21/12:50:06.340    40.2060   -71.0290   136.3400      0.09
11/12/21/12:51:06.340    40.2070   -71.0290   133.4600      0.14
11/12/21/12:52:06.340    40.2070   -71.0290   135.0900     -0.03
11/12/21/12:53:06.341    40.2070   -71.0290   136.0400      0.62
11/12/21/12:54:06.341    40.2060   -71.0290   137.3900      0.88
11/12/21/12:55:06.341    40.2060   -71.0290   132.8000      0.06
11/12/21/12:56:06.341    40.2060   -71.0290   132.5900     -0.36
11/12/21/12:57:06.341    40.2060   -71.0290   135.0200      0.09
11/12/21/12:58:06.341    40.2070   -71.0290   136.3700     -0.06
11/12/21/12:59:06.341    40.2060   -71.0290   140.5400      0.05
11/12/21/13:00:06.341    40.2060   -71.0290   137.6800      0.27
11/12/21/13:01:06.341    40.2060   -71.0290   130.8000      0.37
11/12/21/13:02:06.341    40.2060   -71.0290   135.5700      0.18
11/12/21/13:03:06.341    40.2060   -71.0290   136.7200      0.15
11/12/21/13:04:06.341    40.2070   -71.0290   126.6300      0.57
11/12/21/13:05:06.341    40.2060   -71.0290   135.1900      0.58
11/12/21/13:06:06.341    40.2070   -71.0290   136.8500     -0.13
11/12/21/13:07:06.341    40.2070   -71.0290   137.2300     -0.19
11/12/21/13:08:06.341    40.2070   -71.0290   135.7600      0.36
11/12/21/13:09:06.342    40.2070   -71.0290   131.1900      0.36
11/12/21/13:10:06.342    40.2070   -71.0290   138.4900      0.63
11/12/21/13:11:06.342    40.2070   -71.0290   142.0100      0.69
11/12/21/13:12:06.342    40.2070   -71.0290   137.6600      0.10
11/12/21/13:13:06.342    40.2070   -71.0290   131.0100      0.19
11/12/21/13:14:06.342    40.2070   -71.0290   128.5000      0.49
11/12/21/13:15:06.342    40.2070   -71.0290   126.5900      0.01
11/12/21/13:16:06.342    40.2070   -71.0290   128.6400      0.36
11/12/21/13:17:06.342    40.2070   -71.0290   134.4700      0.34
11/12/21/13:18:06.342    40.2070   -71.0290   134.1800      0.19
11/12/21/13:19:06.342    40.2070   -71.0290   127.6600      0.13
11/12/21/13:20:06.342    40.2070   -71.0290   135.5500      0.07
11/12/21/13:21:06.342    40.2070   -71.0290   137.1100      0.01
11/12/21/13:22:06.342    40.2070   -71.0280   137.6300      0.25
11/12/21/13:23:06.342    40.2070   -71.0280   137.8100      0.35
11/12/21/13:24:06.342    40.2070   -71.0290   133.4700     -0.07
11/12/21/13:25:06.343    40.2070   -71.0280   134.5200      0.23
11/12/21/13:26:06.343    40.2060   -71.0280   146.9800      1.99
11/12/21/13:27:06.343    40.2060   -71.0270   109.5400      3.62
11/12/21/13:28:06.343    40.2060   -71.0250    92.3500      6.24
11/12/21/13:29:06.343    40.2060   -71.0230    94.3700      7.18
11/12/21/13:30:06.343    40.2060   -71.0210    97.5300      7.52
11/12/21/13:31:06.343    40.2060   -71.0180    92.3400      7.27
11/12/21/13:32:06.343    40.2060   -71.0160    97.2700      7.20
11/12/21/13:33:06.343    40.2060   -71.0140    96.5500      7.45
11/12/21/13:34:06.343    40.2060   -71.0120   100.1300      7.13
11/12/21/13:35:06.343    40.2060   -71.0090    96.4200      7.19
11/12/21/13:36:06.343    40.2060   -71.0070    94.8300      7.92
11/12/21/13:37:06.343    40.2060   -71.0040    97.4200      7.81
11/12/21/13:38:06.343    40.2060   -71.0020    89.9600      7.61
11/12/21/13:39:06.343    40.2060   -71.0000    94.7300      6.69
11/12/21/13:40:06.343    40.2060   -70.9980    97.7600      6.96
11/12/21/13:41:06.344    40.2060   -70.9950    99.7300      7.35
11/12/21/13:42:06.344    40.2060   -70.9930    98.4200      7.49
11/12/21/13:43:06.344    40.2060   -70.9900    88.2500      8.36
